title,upload_date,views,likes,comments,introduction
Sega Game Coding in Assembly - Computerphile,2016-12-02,314540,10000,704,"Audible 30 day free trial: 
http://www.audible.com/computerphile
 Coding an entire game in assembler. Matt Phillips is creating a brand new game for a 25 year old console.EXTRA BITS: 
https://youtu.be/hUUYJ5_zbcc
 More info on Matt's Project: 
http://www.tanglewoodgame.com/info
 Thanks to The National Videogame Arcade: 
http://bit.ly/Computerphile_NVA
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Functional Programming & Haskell - Computerphile,2016-11-30,592745,15000,683,"Just what is functional programming? We asked a member of the team that created Haskell: John Hughes, Professor of Computer Science at Chalmers University of Technology in Gothenburg.  
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Origins of the Web - Computerphile,2016-11-25,65536,1970,115,"The web didn't spring out of nothing. People had been considering & building hypertext type systems since the 40's. Dr Tim Brailsford (no relation to Professor Dave!) explains 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Bicubic Interpolation - Computerphile,2016-11-23,240698,6123,280,"Scaling images is usually smoother using bicubic interpolation. Dr Mike Pound explains why. More on bicubic: 
http://bit.ly/Computerphile_bicubic1
 Wikipedia bicubic article: 
http://bit.ly/computerphile_bicubic_wiki
  Resizing Images (Bilinear & Nearest Neighbour): 
https://youtu.be/AqscP7rc8_M
 Slow Loris Attack: 
https://youtu.be/XiFkyR35v2Y
Quantum Computing: 
https://youtu.be/BYx04e35Xso
Babbage's Analytical Engine: 
https://youtu.be/5rtKoKFGFSM
Sorting Secret: 
https://youtu.be/pcJHkWwjNl4
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Sorting Secret - Computerphile,2016-11-18,222387,6979,448,"Two different sorting algorithms are actually the same. Professor Graham Hutton explains. Note from Professor Hutton: It's great to see all the discussions here! To clarify a point raised in some of the comments, the video shows that if you consider the essential underlying idea of selection sort and insertion sort, in terms of how they decompose the problem of sorting, then they perform the same operations but in different orders. Using the picture in the video, selection sort proceeds column at a time and insertion sort proceeds row at a time, but they both perform the same 'triangle' of operations in the end. A particular implementation of these sorting methods may optimise the process in some way, e.g. in a sequential implementation each row can stop comparing numbers once the point of insertion is found. But this is an implementation detail that is dependent on the computational model used, such as sequential versus parallel, or imperative versus functional, rather than part of the essential means by which the sorting methods work. Slow Loris Attack: 
https://youtu.be/XiFkyR35v2Y
Cracking Windows by Atom Bombing: 
https://youtu.be/rRxuh9fp7QI
Quantum Computing: 
https://youtu.be/BYx04e35Xso
Babbage's Analytical Engine: 
https://youtu.be/5rtKoKFGFSM
Quicksort: 
https://youtu.be/XE4VP_8Y0BU
Getting Sorted: 
https://youtu.be/kgBjXUE_Nwc
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Babbage's Analytical Engine - Computerphile,2016-11-17,191740,4573,284,"Charles Babbage's Analytical Engine was designed as the first Turing complete computer - before Turing was even born. Sadly it was never built. Professor Brailsford explains with the help of Sydney Padua's illustrations.More of Sydney's work: 
http://bit.ly/1de83fM
The Professor's notes: 
http://www.eprg.org/computerphile/new...
 Analytical Engine project: 
http://bit.ly/Computerphile_Plan28
 Lovelace Symposium : 
http://bit.ly/Computerphile_LovelaceSymp
  Stephen Wolfram's Blog on Ada Lovelace: 
http://bit.ly/Computerphile_Wolfram_Ada
 Why use Binary? : 
https://www.youtube.com/watch?v=thrx3...
Turing Complete: 
https://youtu.be/RPQD7-AOjMI
 Sorting Secret: COMING SOONPassword Cracking: 
https://youtu.be/7U-RbOKanYs
 Slow Loris Attack: 
https://youtu.be/XiFkyR35v2Y
Quantum Computing 'Magic': 
https://youtu.be/BYx04e35Xso
Complete 'Babbage & Lovelace' Playlist: 
https://www.youtube.com/playlist?list...
 Sixty Symbols - Ada's Tomb: 
https://youtu.be/OSQRTTuHLP8
 Undecidability Tangent: 
https://youtu.be/nsZsd5qtbo4
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Quantum Computing 'Magic' - Computerphile,2016-11-11,286941,6959,525,"Quantum Computing offers a potential sea-change in computer power, but what are the issues with it, why aren't we all using quantum iphones already? Associate Professor Dr Thorsten Altenkirch. Link to more information & Quantum IO Monad Code: 
http://bit.ly/Computerphile_QIOMonad
*From Thorsten: ""We have updated the hackage package to work with the new monad library. If you want to play with QIO read the paper and download the code and then you can start quantum programming. :-)""Public Key Cryptography: 
https://youtu.be/GSIDS_lvRv4
 Cracking Windows by Atom Bombing: 
https://youtu.be/rRxuh9fp7QI
 Slow Loris Attack: 
https://youtu.be/XiFkyR35v2Y
Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Slow Loris Attack - Computerphile,2016-11-09,1054074,34000,1118,"Denial of service usually relies on a flood of data. Slow Loris takes a more elegant approach, and almost bores a server to death. Dr Mike Pound explains.Cracking Windows by Atom Bombing: 
https://youtu.be/rRxuh9fp7QI
 Zero Size Files: 
https://youtu.be/kiTTAbeqQKY
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 Babbage's Analytical Engine: COMING SOON
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Videogames with Simple Controls - Computerphile,2016-11-05,48945,987,91,"Audible 30 Day Free Trial: 
http://www.audible.com/computerphile
Dash and Bash is a videogame where you have to get physical to win. Alistair Aitcheson explains his installation at the National Videogame Arcade in Nottingham. Edit: Video title changed due to people's obsession with BASH & DASH shells - The videogame's title is ""Dash & Bash"" as in, dash forwards and bash the button :) More about Alistair: 
http://bit.ly/Computerphile_Alistair
 Thanks to the The National Videogame Arcade: 
http://bit.ly/Computerphile_NVA
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Cracking Windows by Atom Bombing - Computerphile,2016-11-02,332057,7034,492,"A security exploit using standard Windows commands which can lie undetected. Dr Steve Bagley explains the latest revealed exploit.Password Cracking: 
https://youtu.be/7U-RbOKanYs
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Read more about this exploit here: 
http://bit.ly/ComputerphileAtom
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Explaining Dirty Cow - Computerphile,2016-10-28,195672,3962,299,"Dirty Cow is a serious security flaw. Dr Steve Bagley takes us through the details.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Dirty Cow Demo - Computerphile,2016-10-26,96934,2164,219,"Dirty Cow has been there for years, and it affects all kinds of devices. Dr Steve Bagley demostrates how dangerous it is. Why Dirty Cow Works: 
https://youtu.be/CQcgz43MEZg
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Zero Size Files: 
https://youtu.be/kiTTAbeqQKY
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Zero Size Files - Computerphile,2016-10-21,329832,7403,431,"How can a file take up no space on disk? Dr Steve Bagley explains how '0' size files can exist. Magnetic Media (Floppies & Tapes) 
https://youtu.be/cWKo_dMUw7M
Password Cracking: 
https://youtu.be/7U-RbOKanYs
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
Air Traffic Control: 
https://youtu.be/QK4wwxTRoAY
 EXTRA BITS: 
https://youtu.be/oC7UwnZlYR8
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Sinclair & The ZX Spectrum - Computerphile,2016-10-19,58795,1365,116,"Often described as the UK's answer to Steve Jobs, Clive Sinclair created a strong brand and his ground-breaking products and their low prices helped the UK's computing boom in the 1980'sThanks to Spencer, more about what he gets up to here: 
http://bit.ly/SpencersRetroComputer
 ZX81 Ram Pack Wobble: 
https://youtu.be/C9DB3w-Syfs
 EXTRA  BITS: 
https://youtu.be/B8Yp3B3RnWA
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
File Sizes: Coming Soon
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Computing & Radar Displays - Computerphile,2016-10-12,53510,1397,74,"Not enough just to crunch numbers in Air Traffic Control, you have to be able to display those numbers. John Linfield takes us through the kit.Corrective Comment: The Sony 2K monitors, as used at Swanwick/Prestwick, are not vector graphics displays. The PDP11/34s were more than a 'graphics card' they were Radar Display Processors which handled selection of the required radar data streams from the 12 odd available and also handled the inputs from the various control panels on the controller suite. The 11/34s originally drove as Sector Equipment Group which converted the digital data to vector data to drive the original displays, once the Ericsson displays where introduced they had the SEG functionality built in and were therefore driven directly by the 11/34. Ex Head of RDP Workshops West Drayton :) Thanks to The National Museum of Computing: 
http://bit.ly/ComputerphileTNMOC
 Thanks to atchistory for the archive photographs: 
http://bit.ly/ComputerphileATC
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Computing & Air Traffic Control: 
https://youtu.be/QK4wwxTRoAY
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Computing & Air Traffic Control - Computerphile,2016-10-07,72735,2198,108,"Audible 30 Day Free Trial: 
http://www.audible.com/computerphile
 How computers helped revolutionise the way aircraft traffic is managed. John Linford, Chairman of the TNMOC Members' Club explains.Thanks to The National Museum of Computing: 
http://bit.ly/ComputerphileTNMOC
 Thanks to atchistory for the archive photographs: 
http://bit.ly/ComputerphileATC
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
BBC Domesday (1980's Google Street View) - Computerphile,2016-10-05,89601,2065,177,"An Ambitious project to recreate the Domesday book for the modern age, but already the machinery is obsolete. Roger Moore talks us through the BBC Domesday system.Thanks to The National Museum of Computing: 
http://bit.ly/ComputerphileTNMOC
 The footage of the Domesday 'walk around Brecon' was from this video : 
https://youtu.be/FV-GhqN7EFw
 BBC Domesday Reloaded: 
http://bit.ly/computerphileDomesday
 Indie Games & The Fourth Dimension: 
https://youtu.be/da5RoS4w5YU
 Fire Pong / Rule Zero in detail: 
https://youtu.be/ZoZMMg1r_Oc
  FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Steve Furber on BBC Micro: 
https://youtu.be/y4WG549i3YY
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
PDF Workflow - Computerphile,2016-09-30,118665,3052,176,"To Conclude Professor Brailsford's series on PDF he discusses how PDFs are created. PDF, what is it for? : 
https://youtu.be/48tFB_sjHgY
 Programming in Post Script: 
https://youtu.be/S_NXz7I5dQc
 Unrolling the Loops: 
https://youtu.be/guXgBe2wvEA
Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
IBM PC - Computerphile,2016-09-29,100771,2547,231,"The IBM PC running DOS set a new standard for Personal Computing but IBM lost control, Dr Steve Bagley explains where it started. Password Cracking: 
https://youtu.be/7U-RbOKanYs
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
Altair: 
https://youtu.be/cwEmnfy2BhI
Computing Aladdin's Cave: 
https://youtu.be/zFb4tilDmBg
  Dr Bagley bought his kit from : 
http://bit.ly/ComputerKitIBMClone
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Satellite Navigation - Computerphile,2016-09-21,83166,2293,164,"We all rely on sat nav systems, but how do they work? Here to discuss is Steve Fuller of GRACE (Geospatial Research and Applications Centre of Excellence) at Nottingham Geospatial InstituteEXTRA BITS: More on GPS and Satellite Navigation: 
https://youtu.be/3tmo23gZBf4
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
"PDF, What is it FOR? - Computerphile",2016-09-17,422275,12000,630,"Postscript took off like a rocket but PDF took its time, many people wondering ""What's it for?"" Professor Brailsford's experience with one such person - a US immigration officer...Unrolling the Loops (Postscript/PDF intro): 
https://youtu.be/guXgBe2wvEA
Fire Pong in Detail: 
https://youtu.be/ZoZMMg1r_Oc
 Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
K-means & Image Segmentation - Computerphile,2016-09-14,274225,6320,243,"K-means sorts data based on averages. Dr Mike Pound explains how it works.Fire Pong in Detail: 
https://youtu.be/ZoZMMg1r_Oc
 Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
 FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Dr. Mike's Code: % This script is the one mentioned during the Computerphile Image% Segmentation video. I chose matlab because it's a popular tool for% quickly prototyping things. Matlab licenses are pricey, if you don't have% one (or, like me, work for an organisation that does) try Octave as a% good free alternative. This code should work in Octave too.% Load in an input imageim = imread('C:\Path\Of\Input\Image.jpg');% In matlab, K-means operates on a 2D array, where each sample is one row,% and the features are the columns. We can use the reshape function to turn% the image into this format, where each pixel is one row, and R,G and B% are the columns. We are turning a W,H,3 image into W*H,3% We also cast to a double array, because K-means requires it in matlabimflat = double(reshape(im, size(im,1) * size(im,2), 3));% I specify that initialisation shuold sample points at% random, rather than anything complex like kmeans++ initialisation.% Kmeans++ takes a long time if you are using 256 classes.% Perform k-means. This function returns the class IDs assigned to each% pixel, and in this case we also want the mean values for each class -% what colour is each class. This can take a long time if the value for K% is large, I've used the sampling start strategy to speed things up.% While KMeans is running, it will show you the iteration count, and the% number of pixels that have changed class since last iteration. This% number should get lower and lower, as the means settle on appropriate% values. For large K, it's unlikely that we will ever reach zero movement% (convergence) within 150 iterations.K = 3[kIDs, kC] = kmeans(imflat, K, 'Display', 'iter', 'MaxIter', 150, 'Start', 'sample');% Matlab can output paletted images, that is, grayscale images where the% colours are stored in a separate array. This array is kC, and kIDs are% the grayscale indices.colormap = kC / 256; % Scale 0-1, since this is what matlab wants% Reshape kIDs back into the original image shapeimout = reshape(uint8(kIDs), size(im,1), size(im,2));% Save file out, you need to subtract 1 from the image classes, since once% stored in the file the values should go from 0-255, not 1-256 like matlab% would do.imwrite(imout - 1, colormap, 'C:\Path\Of\Output\Image.png');
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Fire Pong Details - Computerphile,2016-09-09,38476,709,41,"The famous computer game Pong re-imagined as a visceral fiery experience. Matthew and Ian built 'Rule Zero' for EMF camp, most people call it 'Fire Pong'This is a detail film about Fire Pong - If you haven't got 20mins to spare or want to see it in operation? Here's the original: 
https://youtu.be/T6EBe_5LxO8
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 Fire Pong / Rule Zero Documentation: 
http://bit.ly/firedocs
Fire Pong / Rule Zero Code: 
http://bit.ly/firegit
 Thanks to Nottingham Hackspace: 
http://bit.ly/notthack
 EMF Camp Festival: 
http://bit.ly/computerphileEMF
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Fire Pong (Rule Zero) - Computerphile,2016-09-07,85718,2240,113,"The famous computer game Pong re-imagined as a visceral fiery experience. Matthew and Ian built 'Rule Zero' for EMF camp, most people call it 'Fire Pong'Fire Pong / Rule Zero in detail: 
https://youtu.be/ZoZMMg1r_Oc
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Fire Pong / Rule Zero Documentation: 
http://bit.ly/firedocs
Fire Pong / Rule Zero Code: 
http://bit.ly/firegit
 Thanks to Nottingham Hackspace: 
http://bit.ly/notthack
 EMF Camp Festival: 
http://bit.ly/computerphileEMF
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Resizing Images - Computerphile,2016-09-03,432015,10000,405,"Nearest Neighbour and BiLinear resize explained by Dr Mike PoundFire Pong: 
https://youtu.be/T6EBe_5LxO8
 Google Deep Dream: 
https://youtu.be/BsSmBPmPeYQ
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Unrolling the Loops - Computerphile,2016-09-01,128005,3243,178,"Steve Jobs demoed the Apple Laserwriter only after John Warnock had massaged the code. Professor Brailsford explains that if you need speed it can be worth ditching structured code and flattening your program. The Professor's notes: 
http://bit.ly/2bRFBIa
 Password Cracking: 
https://www.youtube.com/watch?v=7U-Rb...
Programming in Postscript: 
https://youtu.be/S_NXz7I5dQc
Dawn of Desktop Publishing: 
https://youtu.be/1rCNnMZrFUQ
Chomsky Hierarchy: 
https://youtu.be/224plb3bCog
The little Mac with the Big Bite: 
https://youtu.be/NMlbUCAOEXw
The 'unrolling the loops' video was first mentioned in 2014. (at the end of 'The Dawn of Desktop Publishing') We had some problems with the footage and only just got around to re-making it. Many thanks for your patience! 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Deep Dream (Google) - Computerphile,2016-08-27,645865,13000,622,"Surreal images created by Google's Deep Dream code flooded the internet in 2015 but how does deep dream do it? Image analyst Dr Mike Pound.Inside a Neural Network: 
https://youtu.be/BFdMrDOx_CM
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
Password Cracking: 
https://youtu.be/7U-RbOKanYs
Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Micropython Name Badge - Computerphile,2016-08-24,120853,3599,354,"What's in a name badge? Well in this case a microprocessor, LCD display, Gyro, WiFi and all sorts of things. Rob Miles discusses the Electromagnetic Field 2016 name badge.Physics of Computer Chips: 
https://youtu.be/xkLAhU74f3s
Arduino Playlist: 
https://www.youtube.com/playlist?list...
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
 Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 Thanks to Nottingham Hackspace for the location 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Physics of Computer Chips - Computerphile,2016-08-19,593869,15000,709,"You can't beat physics. Why the chip manufacturers are heading for a wall. We asked nano-scientist Phil Moriarty Professor of Physics in the School of Physics and Astronomy, University of NottinghamEXTRA BITS: 
https://youtu.be/gLF9z4dGKnw
 Teaching Physics in Ethiopia: 
https://youtu.be/-_Gv9C56heM
 Is it the end for Moore's Law: 
https://youtu.be/X8v1BB0UaDs
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
 Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
The Interlaced Video Problem - Computerphile,2016-08-18,203012,3790,474,"Why do computers have such a hard time showing TV footage? Dr Steve Bagley unlaces the problem.WARNING There is a short sequence in this film with flashing images. EXTRA BITS: 
https://youtu.be/SFfKW8FqenQ
 FPS & Digital Video: 
https://youtu.be/yniSnYtkrwQ
 Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 Computing Aladdin's Cave: 
https://youtu.be/zFb4tilDmBg
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
FPS & Digital Video - Computerphile,2016-08-11,84685,2043,480,"50p, 60p, 25p, not UK prices, but frame rates, but what are frame rates? Dr Steve Bagley explains why digital video looks different at different FPS.Problems with Interlacing: 
https://youtu.be/rCUjvK-zbHw
 Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Retro Computer Kit - Computerphile,2016-08-05,80422,1725,137,"Audible 30 day free Trial: 
http://www.audible.com/computerphile
 Get your soldering iron out and build your own 1970's home computer! Spencer takes us through one retro kit.More about Spencer's RC2014 project: 
http://bit.ly/SpencersRetroComputer
  EXTRA BITS: 
https://youtu.be/kBt5GKj68G4
 Retro Z80 Computer: 
https://youtu.be/OtpaY8VD52g
 Gamer's Paradise: 
https://youtu.be/HZzdXR0bV8o
 Computing Aladdin's Cave: 
https://youtu.be/zFb4tilDmBg
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
Cookie Stealing: 
https://youtu.be/T1QEs3mdJoc
Thanks to Nottingham Hackspace for the location!
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Mobile Interface Problems - Computerphile,2016-08-02,83077,1662,354,"Mobile apps almost always use a 'stop to interact' model, Dr Joe Marshall takes us through the design problems of mobile interfaces.n.b. This was filmed before Niantic released Pokemon Go and therefore it is not included as an example.Swim Tracking App: 
https://youtu.be/-UxBdVirvJs
 Password Cracking: 
https://youtu.be/7U-RbOKanYs
How not to store passwords: 
https://youtu.be/8ZtInClXe1Q
 Indie App Developer: 
https://www.youtube.com/playlist?list...
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
Saving Bletchley Park - Computerphile,2016-07-28,43271,1169,137,"Bletchley Park was dilapidated and running out of money. Dr Sue Black campaigned to save Bletchley, and to tell the story of the people who worked there.More about Dr Black & her book ""Saving Bletchley Park"" : 
http://bit.ly/1A9TlS2
  BCS, The Women of Station X: 
http://bit.ly/2avJqqA
 Yes, this was filmed at a school during the lunch break!
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. More at 
http://www.bradyharan.com"
